ad_viz_plotval_data-44
Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
01/01/2021,AQS,320030024,3,3,ug/m3 LC,17,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/02/2021,AQS,320030024,3,5.3,ug/m3 LC,29,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/03/2021,AQS,320030024,3,4.1,ug/m3 LC,23,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/04/2021,AQS,320030024,3,4.5,ug/m3 LC,25,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/05/2021,AQS,320030024,3,3.8,ug/m3 LC,21,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/06/2021,AQS,320030024,3,2.8,ug/m3 LC,16,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/07/2021,AQS,320030024,3,4.7,ug/m3 LC,26,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/08/2021,AQS,320030024,3,4.1,ug/m3 LC,23,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/09/2021,AQS,320030024,3,2.4,ug/m3 LC,13,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/10/2021,AQS,320030024,3,3.2,ug/m3 LC,18,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/11/2021,AQS,320030024,3,4.2,ug/m3 LC,23,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/12/2021,AQS,320030024,3,4.9,ug/m3 LC,27,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/13/2021,AQS,320030024,3,5,ug/m3 LC,28,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
01/14/2021,AQS,320030024,3,2.6,ug/m3 LC,14,Virgin Valley High School,1,100.0000,88101,PM2.5 - Local Conditions,238,Teledyne T640X at 16.67 LPM,29820,"Las Vegas-Henderson-Paradise, NV",32,Nevada,3,Clark,36.815897,-114.050347
